Originating URL,Crawl date,Alternate URL
https://iprice.ph/chuu/clothing/t-shirts/,12/9/18,https://iprice.co.id/chuu/pakaian/kaos/
https://iprice.ph/senkey-style/bags/waist/,12/9/18,https://iprice.co.id/senkey-style/tas/pinggang/
https://iprice.ph/chuu/clothing/t-shirts/,12/9/18,https://iprice.my/chuu/clothing/t-shirts/
https://iprice.ph/chuu/clothing/t-shirts/,12/9/18,https://ipricethailand.com/chuu/%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%AD%E0%B8%87%E0%B9%81%E0%B8%95%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2/%E0%B9%80%E0%B8%AA%E0%B8%AD%E0%B8%A2%E0%B8%94/
https://iprice.ph/compare/anker-powercore-10000mah/,12/9/18,https://iprice.vn/gia-ban/anker-powercore-10000mah/
https://iprice.ph/compare/jabra-halo-smart/,12/9/18,https://iprice.vn/gia-ban/jabra-halo-smart/
https://iprice.ph/jo-malone/groceries/,12/8/18,https://iprice.my/jo-malone/groceries/
https://iprice.ph/focallure/makeup/face/,12/8/18,https://ipricethailand.com/focallure/%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B3%E0%B8%AD%E0%B8%B2%E0%B8%87/%E0%B9%83%E0%B8%9A%E0%B8%AB%E0%B8%99%E0%B8%B2/
https://iprice.ph/laneige/skin-care/eyes/masks/,12/8/18,https://ipricethailand.com/laneige/%E0%B8%9C%E0%B8%A5%E0%B8%95%E0%B8%A0%E0%B8%93%E0%B8%91%E0%B8%94%E0%B9%81%E0%B8%A5%E0%B8%9C%E0%B8%A7/%E0%B9%83%E0%B8%9A%E0%B8%AB%E0%B8%99%E0%B8%B2/%E0%B8%A1%E0%B8%B2%E0%B8%AA%E0%B8%81/
https://iprice.ph/skin-care/eyes/,12/8/18,https://ipricethailand.com/%E0%B8%9C%E0%B8%A5%E0%B8%95%E0%B8%A0%E0%B8%93%E0%B8%91%E0%B8%94%E0%B9%81%E0%B8%A5%E0%B8%9C%E0%B8%A7/%E0%B8%94%E0%B8%A7%E0%B8%87%E0%B8%95%E0%B8%B2/
https://iprice.ph/focallure/makeup/face/,12/8/18,https://iprice.vn/focallure/trang-diem/mat/
https://iprice.ph/laneige/skin-care/eyes/masks/,12/8/18,https://iprice.vn/laneige/cham-soc-da/mat/mat-na/
https://iprice.ph/skin-care/eyes/,12/8/18,https://iprice.vn/cham-soc-da/mat/
https://iprice.ph/velvet/bags/handbags/clutches/,12/8/18,https://iprice.hk/velvet/bags/handbags/clutches/
https://iprice.ph/bona/housekeeping/floor-care/detergents/,12/7/18,https://iprice.co.id/bona/peralatan-pembersih/perawatan-lantai/detergen/
https://iprice.ph/clear/skin-care/face/treatments/,12/7/18,https://iprice.co.id/clear/perawatan-kulit/wajah/perawatan/
https://iprice.ph/fcuk/perfume/,12/7/18,https://iprice.co.id/fcuk/parfum/
https://iprice.ph/galaxy/home-decor/wall-art/stickers/,12/7/18,https://iprice.co.id/galaxy/dekorasi-rumah/hiasan-dinding/stiker/
https://iprice.ph/gibson-usa/,12/7/18,https://iprice.co.id/gibson-usa/
https://iprice.ph/giordano/watches/men/,12/7/18,https://iprice.co.id/giordano/jam-tangan/pria/
https://iprice.ph/la-roche-posay%C2%A0/skin-care/face/moisturizers/,12/7/18,https://iprice.co.id/la-roche-posay/perawatan-kulit/wajah/pelembab/
https://iprice.ph/passion/clothing/t-shirts/,12/7/18,https://iprice.co.id/passion/pakaian/kaos/
https://iprice.ph/tresemme/hair-care/shampoos/,12/7/18,https://iprice.co.id/tresemme/perawatan-rambut/sampo/
https://iprice.ph/fcuk/perfume/,12/7/18,https://iprice.my/fcuk/perfume/
https://iprice.ph/salonpas/medical-supplies/first-aid/pain-relief/,12/7/18,https://iprice.my/salonpas/medical-supplies/first-aid/pain-relief/
https://iprice.ph/tresemme/hair-care/shampoos/,12/7/18,https://iprice.my/tresemme/hair-care/shampoos/
https://iprice.ph/clear/skin-care/face/treatments/,12/7/18,https://ipricethailand.com/clear/%E0%B8%9C%E0%B8%A5%E0%B8%95%E0%B8%A0%E0%B8%93%E0%B8%91%E0%B8%94%E0%B9%81%E0%B8%A5%E0%B8%9C%E0%B8%A7/%E0%B9%83%E0%B8%9A%E0%B8%AB%E0%B8%99%E0%B8%B2/%E0%B8%97%E0%B8%A3%E0%B8%97%E0%B9%80%E0%B8%A1%E0%B8%99%E0%B8%97/
https://iprice.ph/montbell/,12/7/18,https://ipricethailand.com/montbell/
https://iprice.ph/nyx-cosmetics/makeup/women/face/,12/7/18,https://ipricethailand.com/nyx-cosmetics/%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B3%E0%B8%AD%E0%B8%B2%E0%B8%87/%E0%B8%9C%E0%B8%AB%E0%B8%8D%E0%B8%87/%E0%B9%83%E0%B8%9A%E0%B8%AB%E0%B8%99%E0%B8%B2/
https://iprice.ph/shangpree/skin-care/eyes/masks/,12/7/18,https://ipricethailand.com/shangpree/%E0%B8%9C%E0%B8%A5%E0%B8%95%E0%B8%A0%E0%B8%93%E0%B8%91%E0%B8%94%E0%B9%81%E0%B8%A5%E0%B8%9C%E0%B8%A7/%E0%B9%83%E0%B8%9A%E0%B8%AB%E0%B8%99%E0%B8%B2/%E0%B8%A1%E0%B8%B2%E0%B8%AA%E0%B8%81/
https://iprice.ph/tresemme/hair-care/shampoos/,12/7/18,https://ipricethailand.com/tresemme/%E0%B8%9C%E0%B8%A5%E0%B8%95%E0%B8%A0%E0%B8%93%E0%B8%91%E0%B8%94%E0%B9%81%E0%B8%A5%E0%B9%80%E0%B8%AA%E0%B8%99%E0%B8%9C%E0%B8%A1/%E0%B9%81%E0%B8%8A%E0%B8%A1%E0%B8%9E/
https://iprice.ph/tresemme/hair-care/shampoos/,12/7/18,https://iprice.vn/tresemme/cham-soc-toc/dau-goi/
https://iprice.ph/hoseki/home-decor/clocks/,12/7/18,https://iprice.sg/hoseki/home-decor/clocks/
https://iprice.ph/montbell/,12/7/18,https://iprice.sg/montbell/
https://iprice.ph/aroma/clothing/,12/6/18,https://iprice.co.id/aroma/pakaian/
https://iprice.ph/bell/jewellery/rings/,12/6/18,https://iprice.co.id/bell/perhiasan/cincin/
https://iprice.ph/bright-starts/baby-gear/activity/bouncers/,12/6/18,https://iprice.co.id/bright-starts/perlengkapan-bayi/aktivitas/bouncer/
https://iprice.ph/cole/shoes/,12/6/18,https://iprice.co.id/cole/sepatu/
https://iprice.ph/fpar%20media%20guerrilla/men/,12/6/18,https://iprice.co.id/fpar-media-guerrilla/pria/
https://iprice.ph/glow/clothing/men/t-shirts/,12/6/18,https://iprice.co.id/glow/pakaian/pria/kaos/
https://iprice.ph/scitec/,12/6/18,https://iprice.co.id/scitec/
https://iprice.ph/smile/shoes/kids-and-baby/,12/6/18,https://iprice.co.id/smile/sepatu/anak-dan-bayi/
https://iprice.ph/thomas-friends/toys/action-figures/,12/6/18,https://iprice.co.id/thomas-friends/mainan/action-figure/
https://iprice.ph/vivo/phones-tablets/accessories/cases-covers/,12/6/18,https://iprice.co.id/vivo/ponsel-tablet/aksesoris/sarung-penutup/
https://iprice.ph/x-plus/,12/6/18,https://iprice.co.id/x-plus/
https://iprice.ph/zalora/bags/men/,12/6/18,https://iprice.co.id/zalora/tas/pria/
https://iprice.ph/bright-starts/baby-gear/activity/bouncers/,12/6/18,https://iprice.my/bright-starts/baby-gear/activity/bouncers/
https://iprice.ph/fpar%20media%20guerrilla/men/,12/6/18,https://iprice.my/fpar-media-guerrilla/men/
https://iprice.ph/moonlight/lighting/decorative-ceiling-lights/chandelier/,12/6/18,https://iprice.my/moonlight/lighting/decorative-ceiling-lights/chandelier/
https://iprice.ph/scitec/,12/6/18,https://iprice.my/scitec/
https://iprice.ph/vivo/phones-tablets/accessories/cases-covers/,12/6/18,https://iprice.my/vivo/phones-tablets/accessories/cases-covers/
https://iprice.ph/yika/health/baby-care/thermometers/,12/6/18,https://iprice.my/yika/health/baby-care/thermometers/
https://iprice.ph/ekel/skin-care/eyes/,12/6/18,https://ipricethailand.com/ekel/%E0%B8%9C%E0%B8%A5%E0%B8%95%E0%B8%A0%E0%B8%93%E0%B8%91%E0%B8%94%E0%B9%81%E0%B8%A5%E0%B8%9C%E0%B8%A7/%E0%B8%94%E0%B8%A7%E0%B8%87%E0%B8%95%E0%B8%B2/
https://iprice.ph/fpar%20media%20guerrilla/men/,12/6/18,https://ipricethailand.com/fpar-media-guerrilla/%E0%B8%9C%E0%B8%8A%E0%B8%B2%E0%B8%A2/
https://iprice.ph/makiyo/makeup/face/,12/6/18,https://ipricethailand.com/makiyo/%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B3%E0%B8%AD%E0%B8%B2%E0%B8%87/%E0%B9%83%E0%B8%9A%E0%B8%AB%E0%B8%99%E0%B8%B2/
https://iprice.ph/moonlight/lighting/decorative-ceiling-lights/chandelier/,12/6/18,https://ipricethailand.com/moonlight/%E0%B9%84%E0%B8%9F/%E0%B9%82%E0%B8%84%E0%B8%A1%E0%B9%84%E0%B8%9F%E0%B8%95%E0%B8%94%E0%B9%80%E0%B8%9E%E0%B8%94%E0%B8%B2%E0%B8%99/%E0%B8%A3%E0%B8%B0%E0%B8%A2%E0%B8%B2/
https://iprice.ph/olay/makeup/face/,12/6/18,https://ipricethailand.com/olay/%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B3%E0%B8%AD%E0%B8%B2%E0%B8%87/%E0%B9%83%E0%B8%9A%E0%B8%AB%E0%B8%99%E0%B8%B2/
https://iprice.ph/tarte/makeup/face/,12/6/18,https://ipricethailand.com/tarte/%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B3%E0%B8%AD%E0%B8%B2%E0%B8%87/%E0%B9%83%E0%B8%9A%E0%B8%AB%E0%B8%99%E0%B8%B2/
https://iprice.ph/vivo/phones-tablets/accessories/cases-covers/,12/6/18,https://ipricethailand.com/vivo/%E0%B9%82%E0%B8%97%E0%B8%A3%E0%B8%A8%E0%B8%9E%E0%B8%97%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B9%81%E0%B8%97%E0%B8%9A%E0%B9%80%E0%B8%A5%E0%B8%95/%E0%B8%AD%E0%B8%9B%E0%B8%81%E0%B8%A3%E0%B8%93%E0%B9%80%E0%B8%AA%E0%B8%A3%E0%B8%A1/%E0%B9%80%E0%B8%84%E0%B8%AA/
https://iprice.ph/x-plus/,12/6/18,https://ipricethailand.com/x-plus/
https://iprice.ph/makiyo/makeup/face/,12/6/18,https://iprice.vn/makiyo/trang-diem/mat/
https://iprice.ph/olay/makeup/face/,12/6/18,https://iprice.vn/olay/trang-diem/mat/
https://iprice.ph/vivo/phones-tablets/accessories/cases-covers/,12/6/18,https://iprice.vn/vivo/dien-thoai-may-tinh-bang/phu-kien/op-lung-mieng-dan/
https://iprice.ph/vivo/phones-tablets/accessories/cases-covers/,12/6/18,https://iprice.sg/vivo/phones-tablets/accessories/cases-covers/
https://iprice.ph/zalora/bags/men/,12/6/18,https://iprice.sg/zalora/bags/men/
https://iprice.ph/0em/kitchen-dining/dinnerware/plates/,12/5/18,https://iprice.co.id/0em/dapur-ruang-makan/perlengkapan-makan/piring/
https://iprice.ph/gap/clothing/men/t-shirts/,12/5/18,https://iprice.co.id/gap/pakaian/pria/kaos/
https://iprice.ph/ikea/kitchen-dining/knives/,12/5/18,https://iprice.co.id/ikea/dapur-ruang-makan/pisau/
https://iprice.ph/new-brand/kids-clothing/jeans/,12/5/18,https://iprice.co.id/new-brand/pakaian-anak/jeans/
